time_us, raw_offset, corrected_time, state, confidence, result
32800000, offset=231.0, corrected=32800102, state=NORMAL, confidence=0.990, result=PASS
32900000, offset=231.0, corrected=32900105, state=NORMAL, confidence=0.990, result=PASS
33000000, offset=199.0, corrected=33000107, state=NORMAL, confidence=0.990, result=PASS
33100000, offset=155.0, corrected=33100109, state=NORMAL, confidence=0.990, result=PASS
33200000, offset=203.0, corrected=33200108, state=NORMAL, confidence=0.990, result=PASS
33300000, offset=166.0, corrected=33300106, state=NORMAL, confidence=0.990, result=PASS
33400000, offset=248.0, corrected=33400105, state=NORMAL, confidence=0.990, result=PASS
33500000, offset=192.0, corrected=33500103, state=NORMAL, confidence=0.990, result=PASS
33600000, offset=158.0, corrected=33600101, state=NORMAL, confidence=0.990, result=PASS
33700000, offset=183.0, corrected=33700099, state=NORMAL, confidence=0.990, result=PASS
33800000, offset=220.0, corrected=33800098, state=NORMAL, confidence=0.990, result=PASS
33900000, offset=171.0, corrected=33900096, state=NORMAL, confidence=0.990, result=PASS
34000000, offset=158.0, corrected=34000094, state=NORMAL, confidence=0.990, result=PASS
34100000, offset=212.0, corrected=34100092, state=NORMAL, confidence=0.990, result=PASS
34200000, offset=212.0, corrected=34200095, state=NORMAL, confidence=0.990, result=PASS
34300000, offset=174.0, corrected=34300093, state=NORMAL, confidence=0.990, result=PASS
34400000, offset=176.0, corrected=34400092, state=NORMAL, confidence=0.990, result=PASS
34500000, offset=211.0, corrected=34500095, state=NORMAL, confidence=0.990, result=PASS
34600000, offset=127.0, corrected=34600093, state=NORMAL, confidence=0.990, result=PASS
34700000, offset=129.0, corrected=34700092, state=NORMAL, confidence=0.990, result=PASS
34800000, offset=164.0, corrected=34800090, state=NORMAL, confidence=0.990, result=PASS
34900000, offset=189.0, corrected=34900088, state=NORMAL, confidence=0.990, result=PASS
35000000, offset=215.0, corrected=35000086, state=NORMAL, confidence=0.990, result=PASS
35100000, offset=273.0, corrected=35100087, state=NORMAL, confidence=0.990, result=PASS
35200000, offset=242.0, corrected=35200091, state=NORMAL, confidence=0.990, result=PASS
35300000, offset=192.0, corrected=35300095, state=NORMAL, confidence=0.990, result=PASS
35400000, offset=199.0, corrected=35400098, state=NORMAL, confidence=0.990, result=PASS
35500000, offset=149.0, corrected=35500098, state=NORMAL, confidence=0.990, result=PASS
35600000, offset=199.0, corrected=35600099, state=NORMAL, confidence=0.990, result=PASS
35700000, offset=185.0, corrected=35700099, state=NORMAL, confidence=0.990, result=PASS
35800000, offset=216.0, corrected=35800099, state=NORMAL, confidence=0.990, result=PASS
35900000, offset=158.0, corrected=35900097, state=NORMAL, confidence=0.990, result=PASS
36000000, offset=225.0, corrected=36000098, state=NORMAL, confidence=0.990, result=PASS
36100000, offset=276.0, corrected=36100100, state=NORMAL, confidence=0.990, result=PASS
36200000, offset=194.0, corrected=36200101, state=NORMAL, confidence=0.990, result=PASS
36300000, offset=220.0, corrected=36300103, state=NORMAL, confidence=0.990, result=PASS
36400000, offset=234.0, corrected=36400105, state=NORMAL, confidence=0.990, result=PASS
36500000, offset=179.0, corrected=36500106, state=NORMAL, confidence=0.990, result=PASS
36600000, offset=211.0, corrected=36600106, state=NORMAL, confidence=0.990, result=PASS
36700000, offset=200.0, corrected=36700106, state=NORMAL, confidence=0.990, result=PASS
36800000, offset=204.0, corrected=36800105, state=NORMAL, confidence=0.990, result=PASS
36900000, offset=161.0, corrected=36900104, state=NORMAL, confidence=0.990, result=PASS
37000000, offset=201.0, corrected=37000103, state=NORMAL, confidence=0.990, result=PASS
37100000, offset=224.0, corrected=37100102, state=NORMAL, confidence=0.990, result=PASS
37200000, offset=272.0, corrected=37200102, state=NORMAL, confidence=0.990, result=PASS
37300000, offset=247.0, corrected=37300104, state=NORMAL, confidence=0.990, result=PASS
37400000, offset=307.0, corrected=37400108, state=NORMAL, confidence=0.990, result=WARN
37500000, offset=161.0, corrected=37500111, state=NORMAL, confidence=0.990, result=PASS
37600000, offset=243.0, corrected=37600115, state=NORMAL, confidence=0.990, result=PASS
37700000, offset=209.0, corrected=37700116, state=NORMAL, confidence=0.990, result=PASS
37800000, offset=309.0, corrected=37800118, state=NORMAL, confidence=0.990, result=WARN
37900000, offset=159.0, corrected=37900115, state=NORMAL, confidence=0.990, result=PASS
38000000, offset=158.0, corrected=38000113, state=NORMAL, confidence=0.990, result=PASS
38100000, offset=170.0, corrected=38100107, state=NORMAL, confidence=0.990, result=PASS
38200000, offset=93.0, corrected=38200101, state=NORMAL, confidence=0.990, result=PASS
38300000, offset=173.0, corrected=38300095, state=NORMAL, confidence=0.990, result=PASS
38400000, offset=162.0, corrected=38400091, state=NORMAL, confidence=0.990, result=PASS
38500000, offset=207.0, corrected=38500089, state=NORMAL, confidence=0.990, result=PASS
38600000, offset=217.0, corrected=38600087, state=NORMAL, confidence=0.990, result=PASS
38700000, offset=293.0, corrected=38700090, state=NORMAL, confidence=0.990, result=PASS
38800000, offset=247.0, corrected=38800093, state=NORMAL, confidence=0.990, result=PASS
38900000, offset=171.0, corrected=38900097, state=NORMAL, confidence=0.990, result=PASS
39000000, offset=155.0, corrected=39000100, state=NORMAL, confidence=0.990, result=PASS
39100000, offset=224.0, corrected=39100102, state=NORMAL, confidence=0.990, result=PASS
39200000, offset=133.0, corrected=39200100, state=NORMAL, confidence=0.990, result=PASS
39300000, offset=291.0, corrected=39300097, state=NORMAL, confidence=0.990, result=PASS
39400000, offset=258.0, corrected=39400100, state=NORMAL, confidence=0.990, result=PASS
39500000, offset=176.0, corrected=39500102, state=NORMAL, confidence=0.990, result=PASS
39600000, offset=114.0, corrected=39600100, state=NORMAL, confidence=0.990, result=PASS
39700000, offset=267.0, corrected=39700106, state=NORMAL, confidence=0.990, result=PASS
39800000, offset=194.0, corrected=39800104, state=NORMAL, confidence=0.990, result=PASS
39900000, offset=261.0, corrected=39900102, state=NORMAL, confidence=0.990, result=PASS
40000000, offset=120.0, corrected=40000101, state=NORMAL, confidence=0.990, result=PASS
40100000, offset=170.0, corrected=40100099, state=NORMAL, confidence=0.990, result=PASS
40200000, offset=200.0, corrected=40200098, state=NORMAL, confidence=0.990, result=PASS
40300000, offset=202.0, corrected=40300098, state=NORMAL, confidence=0.990, result=PASS
40400000, offset=177.0, corrected=40400096, state=NORMAL, confidence=0.990, result=PASS
40500000, offset=231.0, corrected=40500097, state=NORMAL, confidence=0.990, result=PASS
40600000, offset=146.0, corrected=40600097, state=NORMAL, confidence=0.990, result=PASS
40700000, offset=192.0, corrected=40700097, state=NORMAL, confidence=0.990, result=PASS
40800000, offset=206.0, corrected=40800096, state=NORMAL, confidence=0.990, result=PASS
40900000, offset=225.0, corrected=40900098, state=NORMAL, confidence=0.990, result=PASS
41000000, offset=235.0, corrected=41000099, state=NORMAL, confidence=0.990, result=PASS
41100000, offset=143.0, corrected=41100100, state=NORMAL, confidence=0.990, result=PASS
41200000, offset=123.0, corrected=41200100, state=NORMAL, confidence=0.990, result=PASS
41300000, offset=263.0, corrected=41300103, state=NORMAL, confidence=0.990, result=PASS
41400000, offset=216.0, corrected=41400104, state=NORMAL, confidence=0.990, result=PASS
41500000, offset=162.0, corrected=41500099, state=NORMAL, confidence=0.990, result=PASS
41600000, offset=277.0, corrected=41600101, state=NORMAL, confidence=0.990, result=PASS
41700000, offset=205.0, corrected=41700102, state=NORMAL, confidence=0.990, result=PASS
41800000, offset=258.0, corrected=41800103, state=NORMAL, confidence=0.990, result=PASS
41900000, offset=203.0, corrected=41900103, state=NORMAL, confidence=0.990, result=PASS
42000000, offset=303.0, corrected=42000108, state=NORMAL, confidence=0.990, result=WARN
42100000, offset=287.0, corrected=42100113, state=NORMAL, confidence=0.990, result=PASS
42200000, offset=187.0, corrected=42200117, state=NORMAL, confidence=0.990, result=PASS
42300000, offset=248.0, corrected=42300118, state=NORMAL, confidence=0.990, result=PASS
42400000, offset=232.0, corrected=42400119, state=NORMAL, confidence=0.990, result=PASS
42500000, offset=268.0, corrected=42500121, state=NORMAL, confidence=0.990, result=PASS
42600000, offset=151.0, corrected=42600120, state=NORMAL, confidence=0.990, result=PASS
42700000, offset=234.0, corrected=42700119, state=NORMAL, confidence=0.990, result=PASS
42800000, offset=252.0, corrected=42800119, state=NORMAL, confidence=0.990, result=PASS
42900000, offset=112.0, corrected=42900118, state=NORMAL, confidence=0.990, result=PASS
43000000, offset=140.0, corrected=43000109, state=NORMAL, confidence=0.990, result=PASS
43100000, offset=98.0, corrected=43100100, state=NORMAL, confidence=0.990, result=PASS
43200000, offset=186.0, corrected=43200092, state=NORMAL, confidence=0.990, result=PASS
43300000, offset=235.0, corrected=43300085, state=NORMAL, confidence=0.990, result=PASS
43400000, offset=275.0, corrected=43400085, state=NORMAL, confidence=0.990, result=PASS
43500000, offset=203.0, corrected=43500088, state=NORMAL, confidence=0.990, result=PASS
43600000, offset=281.0, corrected=43600094, state=NORMAL, confidence=0.990, result=PASS
43700000, offset=130.0, corrected=43700098, state=NORMAL, confidence=0.990, result=PASS
43800000, offset=114.0, corrected=43800100, state=NORMAL, confidence=0.990, result=PASS
43900000, offset=197.0, corrected=43900100, state=NORMAL, confidence=0.990, result=PASS
44000000, offset=219.0, corrected=44000099, state=NORMAL, confidence=0.990, result=PASS
44100000, offset=198.0, corrected=44100099, state=NORMAL, confidence=0.990, result=PASS
44200000, offset=96.0, corrected=44200099, state=NORMAL, confidence=0.990, result=PASS
44300000, offset=195.0, corrected=44300098, state=NORMAL, confidence=0.990, result=PASS
44400000, offset=134.0, corrected=44400098, state=NORMAL, confidence=0.990, result=PASS
44500000, offset=233.0, corrected=44500098, state=NORMAL, confidence=0.990, result=PASS
44600000, offset=218.0, corrected=44600098, state=NORMAL, confidence=0.990, result=PASS
44700000, offset=153.0, corrected=44700097, state=NORMAL, confidence=0.990, result=PASS
44800000, offset=174.0, corrected=44800095, state=NORMAL, confidence=0.990, result=PASS
44900000, offset=147.0, corrected=44900093, state=NORMAL, confidence=0.990, result=PASS
45000000, offset=196.0, corrected=45000093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
45100000, offset=247.0, corrected=45100093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
45200000, offset=150.0, corrected=45200093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
45300000, offset=225.0, corrected=45300093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
45400000, offset=173.0, corrected=45400093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
45500000, offset=160.0, corrected=45500093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
45600000, offset=194.0, corrected=45600093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
45700000, offset=148.0, corrected=45700093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
45800000, offset=172.0, corrected=45800093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
45900000, offset=140.0, corrected=45900093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
46000000, offset=298.0, corrected=46000093, state=NORMAL, confidence=0.900, result=FAIL_HOLDOVER
46100000, offset=201.0, corrected=46100091, state=NORMAL, confidence=0.910, result=PASS
46200000, offset=165.0, corrected=46200090, state=NORMAL, confidence=0.920, result=PASS
46300000, offset=210.0, corrected=46300088, state=NORMAL, confidence=0.930, result=PASS
46400000, offset=194.0, corrected=46400090, state=NORMAL, confidence=0.940, result=PASS
46500000, offset=188.0, corrected=46500091, state=NORMAL, confidence=0.950, result=PASS
46600000, offset=230.0, corrected=46600093, state=NORMAL, confidence=0.960, result=PASS
46700000, offset=237.0, corrected=46700095, state=NORMAL, confidence=0.970, result=PASS
46800000, offset=173.0, corrected=46800096, state=NORMAL, confidence=0.980, result=PASS
46900000, offset=171.0, corrected=46900096, state=NORMAL, confidence=0.990, result=PASS
47000000, offset=186.0, corrected=47000096, state=NORMAL, confidence=0.990, result=PASS
47100000, offset=84.0, corrected=47100094, state=NORMAL, confidence=0.990, result=PASS
47200000, offset=124.0, corrected=47200092, state=NORMAL, confidence=0.990, result=PASS
47300000, offset=268.0, corrected=47300090, state=NORMAL, confidence=0.990, result=PASS
47400000, offset=282.0, corrected=47400090, state=NORMAL, confidence=0.990, result=PASS
47500000, offset=187.0, corrected=47500090, state=NORMAL, confidence=0.990, result=PASS
47600000, offset=228.0, corrected=47600095, state=NORMAL, confidence=0.990, result=PASS
47700000, offset=215.0, corrected=47700099, state=NORMAL, confidence=0.990, result=PASS
47800000, offset=353.0, corrected=47800103, state=NORMAL, confidence=0.990, result=WARN
47900000, offset=255.0, corrected=47900106, state=NORMAL, confidence=0.990, result=PASS
48000000, offset=193.0, corrected=48000109, state=NORMAL, confidence=0.990, result=PASS
48100000, offset=152.0, corrected=48100110, state=NORMAL, confidence=0.990, result=PASS
48200000, offset=119.0, corrected=48200108, state=NORMAL, confidence=0.990, result=PASS
48300000, offset=210.0, corrected=48300106, state=NORMAL, confidence=0.990, result=PASS
48400000, offset=162.0, corrected=48400101, state=NORMAL, confidence=0.990, result=PASS
48500000, offset=128.0, corrected=48500095, state=NORMAL, confidence=0.990, result=PASS
48600000, offset=167.0, corrected=48600091, state=NORMAL, confidence=0.990, result=PASS
48700000, offset=145.0, corrected=48700087, state=NORMAL, confidence=0.990, result=PASS
48800000, offset=284.0, corrected=48800084, state=NORMAL, confidence=0.990, result=PASS
48900000, offset=244.0, corrected=48900083, state=NORMAL, confidence=0.990, result=PASS
49000000, offset=199.0, corrected=49000086, state=NORMAL, confidence=0.990, result=PASS
49100000, offset=273.0, corrected=49100093, state=NORMAL, confidence=0.990, result=PASS
49200000, offset=203.0, corrected=49200100, state=NORMAL, confidence=0.990, result=PASS
49300000, offset=156.0, corrected=49300101, state=NORMAL, confidence=0.990, result=PASS
49400000, offset=276.0, corrected=49400103, state=NORMAL, confidence=0.990, result=PASS
49500000, offset=226.0, corrected=49500105, state=NORMAL, confidence=0.990, result=PASS
49600000, offset=148.0, corrected=49600105, state=NORMAL, confidence=0.990, result=PASS
49700000, offset=190.0, corrected=49700103, state=NORMAL, confidence=0.990, result=PASS
49800000, offset=156.0, corrected=49800101, state=NORMAL, confidence=0.990, result=PASS
49900000, offset=130.0, corrected=49900096, state=NORMAL, confidence=0.990, result=PASS
50000000, offset=246.0, corrected=50000092, state=NORMAL, confidence=0.990, result=PASS
50100000, offset=295.0, corrected=50100091, state=NORMAL, confidence=0.990, result=PASS
50200000, offset=130.0, corrected=50200087, state=NORMAL, confidence=0.990, result=PASS
50300000, offset=228.0, corrected=50300092, state=NORMAL, confidence=0.990, result=PASS
50400000, offset=167.0, corrected=50400097, state=NORMAL, confidence=0.990, result=PASS
50500000, offset=175.0, corrected=50500095, state=NORMAL, confidence=0.990, result=PASS
50600000, offset=170.0, corrected=50600093, state=NORMAL, confidence=0.990, result=PASS
50700000, offset=156.0, corrected=50700091, state=NORMAL, confidence=0.990, result=PASS
50800000, offset=202.0, corrected=50800089, state=NORMAL, confidence=0.990, result=PASS
50900000, offset=158.0, corrected=50900088, state=NORMAL, confidence=0.990, result=PASS
51000000, offset=213.0, corrected=51000086, state=NORMAL, confidence=0.990, result=PASS
51100000, offset=197.0, corrected=51100089, state=NORMAL, confidence=0.990, result=PASS
51200000, offset=188.0, corrected=51200091, state=NORMAL, confidence=0.990, result=PASS
51300000, offset=154.0, corrected=51300092, state=NORMAL, confidence=0.990, result=PASS
51400000, offset=171.0, corrected=51400092, state=NORMAL, confidence=0.990, result=PASS
51500000, offset=237.0, corrected=51500093, state=NORMAL, confidence=0.990, result=PASS
51600000, offset=225.0, corrected=51600093, state=NORMAL, confidence=0.990, result=PASS
51700000, offset=151.0, corrected=51700092, state=NORMAL, confidence=0.990, result=PASS
51800000, offset=204.0, corrected=51800094, state=NORMAL, confidence=0.990, result=PASS
51900000, offset=237.0, corrected=51900098, state=NORMAL, confidence=0.990, result=PASS
52000000, offset=116.0, corrected=52000099, state=NORMAL, confidence=0.990, result=PASS
52100000, offset=227.0, corrected=52100100, state=NORMAL, confidence=0.990, result=PASS
52200000, offset=166.0, corrected=52200101, state=NORMAL, confidence=0.990, result=PASS
52300000, offset=228.0, corrected=52300104, state=NORMAL, confidence=0.990, result=PASS
52400000, offset=161.0, corrected=52400100, state=NORMAL, confidence=0.990, result=PASS
52500000, offset=109.0, corrected=52500096, state=NORMAL, confidence=0.990, result=PASS
52600000, offset=118.0, corrected=52600092, state=NORMAL, confidence=0.990, result=PASS
52700000, offset=202.0, corrected=52700089, state=NORMAL, confidence=0.990, result=PASS
52800000, offset=212.0, corrected=52800085, state=NORMAL, confidence=0.990, result=PASS
52900000, offset=154.0, corrected=52900084, state=NORMAL, confidence=0.990, result=PASS
53000000, offset=231.0, corrected=53000086, state=NORMAL, confidence=0.990, result=PASS
53100000, offset=116.0, corrected=53100088, state=NORMAL, confidence=0.990, result=PASS
53200000, offset=196.0, corrected=53200090, state=NORMAL, confidence=0.990, result=PASS
53300000, offset=139.0, corrected=53300088, state=NORMAL, confidence=0.990, result=PASS
53400000, offset=167.0, corrected=53400087, state=NORMAL, confidence=0.990, result=PASS
53500000, offset=202.0, corrected=53500086, state=NORMAL, confidence=0.990, result=PASS
53600000, offset=156.0, corrected=53600085, state=NORMAL, confidence=0.990, result=PASS
53700000, offset=180.0, corrected=53700085, state=NORMAL, confidence=0.990, result=PASS
53800000, offset=250.0, corrected=53800085, state=NORMAL, confidence=0.990, result=PASS
53900000, offset=171.0, corrected=53900086, state=NORMAL, confidence=0.990, result=PASS
54000000, offset=241.0, corrected=54000087, state=NORMAL, confidence=0.990, result=PASS
54100000, offset=143.0, corrected=54100088, state=NORMAL, confidence=0.990, result=PASS
54200000, offset=226.0, corrected=54200093, state=NORMAL, confidence=0.990, result=PASS
54300000, offset=272.0, corrected=54300097, state=NORMAL, confidence=0.990, result=PASS
54400000, offset=76.0, corrected=54400101, state=NORMAL, confidence=0.990, result=PASS
54500000, offset=160.0, corrected=54500097, state=NORMAL, confidence=0.990, result=PASS
54600000, offset=228.0, corrected=54600100, state=NORMAL, confidence=0.990, result=PASS
54700000, offset=189.0, corrected=54700099, state=NORMAL, confidence=0.990, result=PASS
54800000, offset=218.0, corrected=54800098, state=NORMAL, confidence=0.990, result=PASS
54900000, offset=169.0, corrected=54900097, state=NORMAL, confidence=0.990, result=PASS
55000000, offset=204.0, corrected=55000098, state=NORMAL, confidence=0.990, result=PASS
55100000, offset=192.0, corrected=55100097, state=NORMAL, confidence=0.990, result=PASS
55200000, offset=258.0, corrected=55200098, state=NORMAL, confidence=0.990, result=PASS
55300000, offset=212.0, corrected=55300099, state=NORMAL, confidence=0.990, result=PASS
55400000, offset=216.0, corrected=55400100, state=NORMAL, confidence=0.990, result=PASS
55500000, offset=179.0, corrected=55500102, state=NORMAL, confidence=0.990, result=PASS
55600000, offset=175.0, corrected=55600103, state=NORMAL, confidence=0.990, result=PASS
55700000, offset=178.0, corrected=55700100, state=NORMAL, confidence=0.990, result=PASS
55800000, offset=219.0, corrected=55800098, state=NORMAL, confidence=0.990, result=PASS
55900000, offset=178.0, corrected=55900096, state=NORMAL, confidence=0.990, result=PASS
56000000, offset=214.0, corrected=56000094, state=NORMAL, confidence=0.990, result=PASS
56100000, offset=303.0, corrected=56100097, state=NORMAL, confidence=0.990, result=WARN
56200000, offset=243.0, corrected=56200099, state=NORMAL, confidence=0.990, result=PASS
56300000, offset=183.0, corrected=56300100, state=NORMAL, confidence=0.990, result=PASS
56400000, offset=260.0, corrected=56400105, state=NORMAL, confidence=0.990, result=PASS
56500000, offset=179.0, corrected=56500109, state=NORMAL, confidence=0.990, result=PASS
56600000, offset=98.0, corrected=56600106, state=NORMAL, confidence=0.990, result=PASS
56700000, offset=149.0, corrected=56700103, state=NORMAL, confidence=0.990, result=PASS
56800000, offset=106.0, corrected=56800097, state=NORMAL, confidence=0.990, result=PASS
56900000, offset=182.0, corrected=56900091, state=NORMAL, confidence=0.990, result=PASS
57000000, offset=200.0, corrected=57000086, state=NORMAL, confidence=0.990, result=PASS
57100000, offset=283.0, corrected=57100086, state=NORMAL, confidence=0.990, result=PASS
57200000, offset=216.0, corrected=57200088, state=NORMAL, confidence=0.990, result=PASS
57300000, offset=189.0, corrected=57300090, state=NORMAL, confidence=0.990, result=PASS
57400000, offset=241.0, corrected=57400094, state=NORMAL, confidence=0.990, result=PASS
57500000, offset=89.0, corrected=57500098, state=NORMAL, confidence=0.990, result=PASS
57600000, offset=211.0, corrected=57600099, state=NORMAL, confidence=0.990, result=PASS
57700000, offset=238.0, corrected=57700100, state=NORMAL, confidence=0.990, result=PASS
57800000, offset=126.0, corrected=57800102, state=NORMAL, confidence=0.990, result=PASS
57900000, offset=257.0, corrected=57900103, state=NORMAL, confidence=0.990, result=PASS
58000000, offset=216.0, corrected=58000104, state=NORMAL, confidence=0.990, result=PASS
58100000, offset=179.0, corrected=58100105, state=NORMAL, confidence=0.990, result=PASS
58200000, offset=231.0, corrected=58200105, state=NORMAL, confidence=0.990, result=PASS
58300000, offset=313.0, corrected=58300107, state=NORMAL, confidence=0.990, result=WARN
58400000, offset=209.0, corrected=58400108, state=NORMAL, confidence=0.990, result=PASS
58500000, offset=212.0, corrected=58500107, state=NORMAL, confidence=0.990, result=PASS
58600000, offset=177.0, corrected=58600107, state=NORMAL, confidence=0.990, result=PASS
58700000, offset=157.0, corrected=58700106, state=NORMAL, confidence=0.990, result=PASS
58800000, offset=241.0, corrected=58800106, state=NORMAL, confidence=0.990, result=PASS
58900000, offset=157.0, corrected=58900102, state=NORMAL, confidence=0.990, result=PASS
59000000, offset=203.0, corrected=59000099, state=NORMAL, confidence=0.990, result=PASS
59100000, offset=176.0, corrected=59100096, state=NORMAL, confidence=0.990, result=PASS
59200000, offset=223.0, corrected=59200097, state=NORMAL, confidence=0.990, result=PASS
59300000, offset=216.0, corrected=59300097, state=NORMAL, confidence=0.990, result=PASS
59400000, offset=251.0, corrected=59400099, state=NORMAL, confidence=0.990, result=PASS
59500000, offset=174.0, corrected=59500101, state=NORMAL, confidence=0.990, result=PASS
59600000, offset=186.0, corrected=59600103, state=NORMAL, confidence=0.990, result=PASS
59700000, offset=151.0, corrected=59700101, state=NORMAL, confidence=0.990, result=PASS
59800000, offset=177.0, corrected=59800098, state=NORMAL, confidence=0.990, result=PASS
59900000, offset=218.0, corrected=59900096, state=NORMAL, confidence=0.990, result=PASS
60000000, offset=237.0, corrected=60000095, state=NORMAL, confidence=0.990, result=PASS
60100000, offset=153.0, corrected=60100093, state=NORMAL, confidence=0.990, result=PASS
60200000, offset=243.0, corrected=60200095, state=NORMAL, confidence=0.990, result=PASS
60300000, offset=267.0, corrected=60300100, state=NORMAL, confidence=0.990, result=PASS
60400000, offset=220.0, corrected=60400104, state=NORMAL, confidence=0.990, result=PASS
60500000, offset=293.0, corrected=60500108, state=NORMAL, confidence=0.990, result=PASS
60600000, offset=161.0, corrected=60600112, state=NORMAL, confidence=0.990, result=PASS
60700000, offset=137.0, corrected=60700113, state=NORMAL, confidence=0.990, result=PASS
60800000, offset=111.0, corrected=60800107, state=NORMAL, confidence=0.990, result=PASS
60900000, offset=274.0, corrected=60900101, state=NORMAL, confidence=0.990, result=PASS
61000000, offset=232.0, corrected=61000096, state=NORMAL, confidence=0.990, result=PASS
61100000, offset=197.0, corrected=61100097, state=NORMAL, confidence=0.990, result=PASS
61200000, offset=213.0, corrected=61200099, state=NORMAL, confidence=0.990, result=PASS
61300000, offset=143.0, corrected=61300100, state=NORMAL, confidence=0.990, result=PASS
61400000, offset=322.0, corrected=61400102, state=NORMAL, confidence=0.990, result=WARN
61500000, offset=206.0, corrected=61500102, state=NORMAL, confidence=0.990, result=PASS
61600000, offset=205.0, corrected=61600102, state=NORMAL, confidence=0.990, result=PASS
61700000, offset=236.0, corrected=61700102, state=NORMAL, confidence=0.990, result=PASS
61800000, offset=224.0, corrected=61800104, state=NORMAL, confidence=0.990, result=PASS
61900000, offset=211.0, corrected=61900104, state=NORMAL, confidence=0.990, result=PASS
62000000, offset=160.0, corrected=62000104, state=NORMAL, confidence=0.990, result=PASS
62100000, offset=223.0, corrected=62100106, state=NORMAL, confidence=0.990, result=PASS
62200000, offset=294.0, corrected=62200107, state=NORMAL, confidence=0.990, result=PASS
62300000, offset=267.0, corrected=62300108, state=NORMAL, confidence=0.990, result=PASS
62400000, offset=279.0, corrected=62400113, state=NORMAL, confidence=0.990, result=PASS
62500000, offset=174.0, corrected=62500118, state=NORMAL, confidence=0.990, result=PASS
62600000, offset=150.0, corrected=62600122, state=NORMAL, confidence=0.990, result=PASS
62700000, offset=193.0, corrected=62700117, state=NORMAL, confidence=0.990, result=PASS
62800000, offset=202.0, corrected=62800112, state=NORMAL, confidence=0.990, result=PASS
62900000, offset=254.0, corrected=62900108, state=NORMAL, confidence=0.990, result=PASS
63000000, offset=115.0, corrected=63000104, state=NORMAL, confidence=0.990, result=PASS
63100000, offset=276.0, corrected=63100102, state=NORMAL, confidence=0.990, result=PASS
63200000, offset=192.0, corrected=63200101, state=NORMAL, confidence=0.990, result=PASS
63300000, offset=178.0, corrected=63300100, state=NORMAL, confidence=0.990, result=PASS
63400000, offset=149.0, corrected=63400097, state=NORMAL, confidence=0.990, result=PASS
63500000, offset=117.0, corrected=63500095, state=NORMAL, confidence=0.990, result=PASS
63600000, offset=241.0, corrected=63600093, state=NORMAL, confidence=0.990, result=PASS
63700000, offset=203.0, corrected=63700092, state=NORMAL, confidence=0.990, result=PASS
63800000, offset=135.0, corrected=63800087, state=NORMAL, confidence=0.990, result=PASS
63900000, offset=135.0, corrected=63900083, state=NORMAL, confidence=0.990, result=PASS
64000000, offset=183.0, corrected=64000085, state=NORMAL, confidence=0.990, result=PASS
64100000, offset=283.0, corrected=64100086, state=NORMAL, confidence=0.990, result=PASS
64200000, offset=187.0, corrected=64200087, state=NORMAL, confidence=0.990, result=PASS
64300000, offset=124.0, corrected=64300089, state=NORMAL, confidence=0.990, result=PASS
64400000, offset=187.0, corrected=64400090, state=NORMAL, confidence=0.990, result=PASS
64500000, offset=186.0, corrected=64500090, state=NORMAL, confidence=0.990, result=PASS
64600000, offset=65.0, corrected=64600091, state=NORMAL, confidence=0.990, result=PASS
64700000, offset=197.0, corrected=64700091, state=NORMAL, confidence=0.990, result=PASS
64800000, offset=188.0, corrected=64800092, state=NORMAL, confidence=0.990, result=PASS
64900000, offset=234.0, corrected=64900092, state=NORMAL, confidence=0.990, result=PASS
65000000, offset=292.0, corrected=65000093, state=NORMAL, confidence=0.990, result=PASS
65100000, offset=256.0, corrected=65100098, state=NORMAL, confidence=0.990, result=PASS
65200000, offset=186.0, corrected=65200103, state=NORMAL, confidence=0.990, result=PASS
65300000, offset=144.0, corrected=65300106, state=NORMAL, confidence=0.990, result=PASS
65400000, offset=328.0, corrected=65400112, state=NORMAL, confidence=0.990, result=WARN
65500000, offset=202.0, corrected=65500110, state=NORMAL, confidence=0.990, result=PASS
65600000, offset=200.0, corrected=65600108, state=NORMAL, confidence=0.990, result=PASS
65700000, offset=198.0, corrected=65700106, state=NORMAL, confidence=0.990, result=PASS
65800000, offset=209.0, corrected=65800104, state=NORMAL, confidence=0.990, result=PASS
65900000, offset=192.0, corrected=65900103, state=NORMAL, confidence=0.990, result=PASS
66000000, offset=171.0, corrected=66000101, state=NORMAL, confidence=0.990, result=PASS
66100000, offset=172.0, corrected=66100100, state=NORMAL, confidence=0.990, result=PASS
66200000, offset=198.0, corrected=66200099, state=NORMAL, confidence=0.990, result=PASS
66300000, offset=172.0, corrected=66300096, state=NORMAL, confidence=0.990, result=PASS
66400000, offset=164.0, corrected=66400093, state=NORMAL, confidence=0.990, result=PASS
66500000, offset=205.0, corrected=66500091, state=NORMAL, confidence=0.990, result=PASS
